,train_loss,val_loss,train_accuracy,val_accuracy
0,1.030757065704217,0.5920801758766174,0.6448727250099182,0.7892000079154968
1,0.6192476861417259,0.4974188804626465,0.7729272246360779,0.821399986743927
2,0.5428826771048074,0.4487327039241791,0.8008363246917725,0.8375999927520752
3,0.4984839922765301,0.41949328780174255,0.8188545107841492,0.8519999980926514
4,0.46463353383187433,0.4044853746891022,0.8323636054992676,0.8551999926567078
5,0.44412725360293664,0.37970513105392456,0.8399454355239868,0.864799976348877
6,0.4273860707116238,0.36590805649757385,0.8482363224029541,0.870199978351593
7,0.4109659091270962,0.35341063141822815,0.8525272607803345,0.8709999918937683
8,0.39666551631539976,0.3505150377750397,0.8572545051574707,0.8747999668121338
9,0.38429655930446704,0.3391217291355133,0.8621272444725037,0.8783999681472778
10,0.37432171151024646,0.3300943076610565,0.8650363683700562,0.8793999552726746
11,0.3663011384329316,0.323833167552948,0.8688363432884216,0.8851999640464783
12,0.3608771174313926,0.3172779381275177,0.8705636262893677,0.8845999836921692
13,0.35346560730637333,0.31552597880363464,0.8741818070411682,0.8871999979019165
14,0.34437347567570353,0.3081069886684418,0.8770726919174194,0.8877999782562256
15,0.3372812565500616,0.29946526885032654,0.878563642501831,0.8889999985694885
16,0.3312009836136948,0.2998890280723572,0.8811272382736206,0.8930000066757202
17,0.32378128630831327,0.29488030076026917,0.883618175983429,0.8923999667167664
18,0.31986292135002936,0.29403841495513916,0.8841636180877686,0.8937999606132507
19,0.3167956955839271,0.28958991169929504,0.8851272463798523,0.8935999870300293
20,0.31121909357889094,0.2847577631473541,0.887145459651947,0.896399974822998
21,0.3048511685954148,0.2847740948200226,0.8900727033615112,0.8947999477386475
22,0.30240692841046213,0.2864959239959717,0.8896181583404541,0.8944000005722046
23,0.29832157665140896,0.2857572138309479,0.892727255821228,0.8949999809265137
24,0.29390873389298,0.27593371272087097,0.8941817879676819,0.8969999551773071
25,0.2884911659361666,0.27124205231666565,0.8957818150520325,0.9023999571800232
26,0.2848973426970026,0.2672008275985718,0.8955999612808228,0.9021999835968018
27,0.2824750715187291,0.2694735825061798,0.8978908658027649,0.8999999761581421
28,0.2784387240659851,0.269430011510849,0.8991636037826538,0.9017999768257141
29,0.2750139532273786,0.2601754665374756,0.9004363417625427,0.9065999984741211
30,0.27064604885386406,0.25876232981681824,0.9024909138679504,0.9027999639511108
31,0.2686010115195354,0.26084721088409424,0.9015635848045349,0.9061999917030334
32,0.26362474425248866,0.25658944249153137,0.9043818116188049,0.9047999978065491
33,0.26429810391120295,0.2542206048965454,0.9041454195976257,0.9045999646186829
34,0.25829131835383545,0.25120681524276733,0.9060726761817932,0.9061999917030334
35,0.25745628265324827,0.2501187026500702,0.9072181582450867,0.9089999794960022
36,0.2538803351036402,0.2517028748989105,0.9076545238494873,0.9063999652862549
37,0.24943108109886247,0.25097545981407166,0.9084181785583496,0.9073999524116516
38,0.24786075517652234,0.24515733122825623,0.9105817675590515,0.9111999869346619
39,0.24541572991101945,0.24708999693393707,0.9106545448303223,0.9095999598503113
40,0.24472348175513806,0.2480132281780243,0.9113272428512573,0.9097999930381775
41,0.24238091491058755,0.2433747500181198,0.9124545454978943,0.9120000004768372
42,0.2359278886402898,0.23774349689483643,0.9133636355400085,0.91239994764328
43,0.235170754332609,0.23750442266464233,0.9139272570610046,0.9131999611854553
44,0.23318351207191582,0.2384260892868042,0.9153454303741455,0.9120000004768372
45,0.23274661596688925,0.2354411780834198,0.9146727323532104,0.913599967956543
46,0.2299226099671823,0.2403651475906372,0.9170363545417786,0.9115999937057495
47,0.22869320185405353,0.23249788582324982,0.9173818230628967,0.9139999747276306
48,0.22540559404686206,0.23210574686527252,0.9163090586662292,0.9139999747276306
49,0.22385436270457496,0.23203766345977783,0.9193999767303467,0.913599967956543
